NIF;NOMBRE FONDO;NUMERO REGISTRO CNMV;GESTORA;DEPOSITARIO;AUDITOR
V86479698;  GESTION TALENTO, FI ;4483; 1) ANDBANK WEALTH MANAGEMENT, SGIIC, S.A.U.        ;BANCO INVERSIS, S.A.;DELOITTE, S.L.
V86524311;  ADLER, FIL ;44; 1) OMEGA GESTION DE INVERSIONES, SGIIC, S.A.        ;BANCO BILBAO VIZCAYAARGENTARIA, S.A.        ;Price Waterhouse Coopers, S.L.
V86685807;  MUTUAFONDO DEUDA ESPAÑOLA, FI ;4574; 1) MUTUACTIVOS, S.A., S.G.I.I.C.        ;BNP PARIBAS S.A., SUCURSAL EN ESPAÑA;PRICE WATERHOUSECOOPERS AUDITORES, S.L
V86766672;  LIBERBANK MEGATENDENCIAS, FI ;4619; 1) UNIGEST, S.G.I.I.C., S.A.        ;CECABANK, S.A.        ;PRICEWATERHOUSECOOPERS AUDITORES, S.L.
V86772951;  GESTION BOUTIQUE, FI ;4622; 1) ANDBANK WEALTH MANAGEMENT, SGIIC, S.A.U.        ;BANCO INVERSIS, S.A.;DELOITTE, S.L.
V86783982;  FONDITEL BOLSA MUNDIAL, FI ;4630; 1) FONDITEL GESTION, SGIIC, SA        ;BANCO INVERSIS, S.A.        ;PricewaterhouseCoopers Auditores, SL
V86785052;  MUTUAFONDO MIXTO FLEXIBLE, FI ;4633; 1) MUTUACTIVOS, S.A., S.G.I.I.C.        ;BNP PARIBAS S.A., SUCURSAL EN ESPAÑA;Ernst & Young SL
V86844974;  ABANCA GESTION, FI ;4676; 1) ABANCA GESTION DE ACTIVOS, SGIIC, SA        ;CECABANK, S.A.        ;KPMGAuditores, S.L.
V86901154;  MUTUAFONDO MIXTO SELECCION, FI ;4682; 1) MUTUACTIVOS, S.A., S.G.I.I.C.        ;BNP PARIBAS S.A., SUCURSAL EN ESPAÑA;Ernst & Young SL
V86907615;  BBVA BONOS , FI ;4694; 1) BBVA ASSET MANAGEMENT, S.A., SGIIC        ;BANCO BILBAO VIZCAYA ARGENTARIA,S.A.        ;Deloitte, S.L.
V86954104;  BBVA MI INVERSION BOLSA, FI ;4771; 1) BBVA ASSET MANAGEMENT, S.A., SGIIC        ;BANCO BILBAO VIZCAYA ARGENTARIA,S.A.        ;ERNST & YOUNG ESPAÑA SA.
V86969797;  BBVA FUSION CORTO PLAZO, FI ;4742; 1) BBVA ASSET MANAGEMENT, S.A., SGIIC        ;BANCO BILBAO VIZCAYA ARGENTARIA,S.A.        ;DELOITTE, S.L.
V86995388;  MUTUAFONDO CRECIMIENTO, FI ;4739; 1) MUTUACTIVOS, S.A., S.G.I.I.C.        ;BNP PARIBAS S.A., SUCURSAL EN ESPAÑA;PRICE WATERHOUSECOOPERS AUDITORES, S.L
V86995479;  MUTUAFONDO DOLAR, FI ;4740; 1) MUTUACTIVOS, S.A., S.G.I.I.C.        ;BNP PARIBAS S.A., SUCURSAL EN ESPAÑA;Ernst & Young SL
V86995503;  MUTUAFONDO FORTALEZA, FI ;4738; 1) MUTUACTIVOS, S.A., S.G.I.I.C.        ;BNP PARIBAS S.A., SUCURSAL EN ESPAÑA;PRICE WATERHOUSECOOPERS AUDITORES, S.L
V86997350;  DB MODERADO ESG,FI ;4741; 1) DEUTSCHE WEALTH MANAGEMENT SGIIC, S.A.        ;BNP PARIBAS S.A., SUCURSAL ENESPAÑA        ;Ernst & Young, S.L
V87030318;  RURAL SELECCION EQUILIBRADA, FI ;4765; 1) ABANTE ASESORES GESTION, SGIIC, S.A.        ;BANCO INVERSIS, S.A.        ;PricewaterhouseCoopers Auditores S.L.
V87085247;  MUTUAFONDO FINANCIACION, FIL ;50; 1) MUTUACTIVOS, S.A., S.G.I.I.C.        ;BNP PARIBAS S.A., SUCURSAL EN ESPAÑA;Ernst & Young SL
V87109906;  ABANCA RENTA FIJA MIXTA, FI ;4808; 1) ABANCA GESTION DE ACTIVOS, SGIIC, SA        ;CECABANK, S.A.        ;KPMGAuditores, S.L.
V87112173;  ABANCA RENTA VARIABLE ESPAÑA, FI ;4807; 1) ABANCA GESTION DE ACTIVOS, SGIIC, SA        ;CECABANK, S.A.        ;KPMGAuditores, S.L.
V87113726;  ALTAIR RETORNO ABSOLUTO, FI ;4801; 1) ALTAIR FINANCE ASSET MANAGEMENT, SGIIC, S.A.        ;CACEIS BANK SPAIN S.A.;Deloitte, S.L.
V87135356;  CAIXABANK MIXTO DIVIDENDOS, FI ;4822; 1) CAIXABANK ASSET MANAGEMENT SGIIC, S.A.        ;CECABANK, S.A.        ;DELOITTE, S.L.
V87152088;  ABACO GLOBAL VALUE OPPORTUNITIES FI ;4827; 1) ABACO CAPITAL, SGIIC, S.A.        ;SINGULAR BANK, S.A.        ;PRICEWATERHOUSECOOPERS AUDITORES S.L.
V87194411;  DB BOLSA GLOBAL, FI ;4844; 1) DEUTSCHE WEALTH MANAGEMENT SGIIC, S.A.        ;BNP PARIBAS S.A., SUCURSAL ENESPAÑA        ;ERNST & YOUNG S.L.
V87211447;  BBVA BONOS INTERNACIONAL FLEXIBLE -, FI ;4870; 1) BBVA ASSET MANAGEMENT, S.A., SGIIC        ;BANCO BILBAO VIZCAYA ARGENTARIA,S.A.        ;DELOITTE, S.L.
V87224358;  BBVA FUSION CORTO PLAZO III, FI ;4864; 1) BBVA ASSET MANAGEMENT, S.A., SGIIC        ;BANCO BILBAO VIZCAYA ARGENTARIA,S.A.        ;DELOITTE, S.L.
V87238838;  IBERIAN VALUE, FI ;4860; 1) DUX INVERSORES, SGIIC, S.A.        ;BANKINTER, S.A.        ;PRICEWATERHOUSECOOPERS AUDITORES, SL
V87256251;  MUTUAFONDO DIVIDENDO, FIL ;54; 1) MUTUACTIVOS, S.A., S.G.I.I.C.        ;BNP PARIBAS S.A., SUCURSAL EN ESPAÑA;PRICE WATERHOUSECOOPERS AUDITORES, S.L
V87263802;  CREAND GESTION FLEXIBLE SOSTENIBLE, FI ;4880; 1) GESALCALA, S.A., S.G.I.I.C.        ;BANCO INVERSIS, S.A.        ;PRICEWATERHOUSECOOPERS AUDITORES, S.L.
V87296612;  GREDOS BOLSA INTERNACIONAL, FI ;4883; 1) A&G FONDOS, SGIIC, SA        ;CACEIS BANK SPAIN S.A.        ;Pricewaterhousecoopers Auditores, S.L.
V87300273;  SANTALUCIA IBÉRICO ACCIONES, FI ;4878; 1) SANTA LUCIA ASSET MANAGEMENT, SGIIC, S.A.        ;BNP PARIBAS S.A., SUCURSAL ENESPAÑA        ;PRICEWATERHOUSECOOPERS AUDITORES, SL
V87313219;  ALTERALIA DEBT FUND, FIL ;55; 1) ALANTRA MULTI ASSET, SGIIC, S.A.        ;BANCO INVERSIS, S.A.        ;DELOITTE,S.L.
V87313961;  BBVA FUSION CORTO PLAZO V, FI ;4886; 1) BBVA ASSET MANAGEMENT, S.A., SGIIC        ;BANCO BILBAO VIZCAYA ARGENTARIA,S.A.        ;DELOITTE, S.L.
V87314548;  METAVALOR DIVIDENDO, FI ;4887; 1) METAGESTION, S.A., SGIIC        ;BANCO INVERSIS, S.A.        ;MAZARSAUDITORES, SLP
V87322749;  GESTION BOUTIQUE II, FI ;4912; 1) ANDBANK WEALTH MANAGEMENT, SGIIC, S.A.U.        ;BANCO INVERSIS, S.A.;DELOITTE, S.L.
V87346235;  BBVA CONSOLIDACIÓN , FI ;4903; 1) BBVA ASSET MANAGEMENT, S.A., SGIIC        ;BANCO BILBAO VIZCAYA ARGENTARIA,S.A.        ;ERNST & YOUNG ESPAÑA S.A.
V87352803;  DUX MULTIGESTIÓN, FI ;4901; 1) DUX INVERSORES, SGIIC, S.A.        ;BANKINTER, S.A.        ;PRICEWATERHOUSECOOPERS AUDITORES, S.L.
V87360723;  BBVA MI INVERSION MIXTA, FI ;4904; 1) BBVA ASSET MANAGEMENT, S.A., SGIIC        ;BANCO BILBAO VIZCAYA ARGENTARIA,S.A.        ;PRICE WATERHOUSE COOPERS AUDITORES, S.L.
V87382172;  ALTAIR INVERSIONES II, FI ;4910; 1) ALTAIR FINANCE ASSET MANAGEMENT, SGIIC, S.A.        ;CACEIS BANK SPAIN S.A.;Deloitte, S.L.
V87383766;  ALTAIR PATRIMONIO II, FI ;4911; 1) ALTAIR FINANCE ASSET MANAGEMENT, SGIIC, S.A.        ;CACEIS BANK SPAIN S.A.;Deloitte, S.L.
V87418026;  BANKINTER PLATEA MODERADO, FI ;4924; 1) BANKINTER GESTION DE ACTIVOS, S.A., S.G.I.I.C.        ;BANKINTER, S.A.        ;PricewaterhouseCoopers Auditores, S.L.
V87418034;  BANKINTER PLATEA CONSERVADOR, FI ;4922; 1) BANKINTER GESTION DE ACTIVOS, S.A., S.G.I.I.C.        ;BANKINTER, S.A.        ;PricewaterhouseCoopers Auditores, S.L.
V87419032;  BANKINTER PLATEA DEFENSIVO, FI ;4923; 1) BANKINTER GESTION DE ACTIVOS, S.A., S.G.I.I.C.        ;BANKINTER, S.A.        ;PricewaterhouseCoopers Auditores, S.L.
V87419040;  BANKINTER PLATEA AGRESIVO, FI ;4921; 1) BANKINTER GESTION DE ACTIVOS, S.A., S.G.I.I.C.        ;BANKINTER, S.A.        ;PricewaterhouseCoopers Auditores, S.L.
V87419073;  BANKINTER PLATEA DINÁMICO, FI ;4920; 1) BANKINTER GESTION DE ACTIVOS, S.A., S.G.I.I.C.        ;BANKINTER, S.A.        ;PricewaterhouseCoopers Auditores, S.L.
V87419958;  MARCH TESORERO, FI ;4933; 1) MARCH ASSET MANAGEMENT, S.G.I.I.C., S.A.U.        ;BANCA MARCH, S.A.        ;Deloitte S.L.
V87422366;  JB INVERSIONES, FI ;4926; 1) JULIUS BAER GESTION, SGIIC, S.A.        ;CACEIS BANK SPAIN S.A.        ;KPMGAUDITORES SL
V87437851;  FONDITEL LINCE, FI ;4942; 1) FONDITEL GESTION, SGIIC, SA        ;BANCO INVERSIS, S.A.        ;PricewaterhouseCoopers Auditores, SL
V87457909;  CREAND BUY & HOLD , FI ;4951; 1) GESALCALA, S.A., S.G.I.I.C.        ;BANCO INVERSIS, S.A.        ;KPMG AUDITORES,S.L
V87466777;  ALTAIR EUROPEAN OPPORTUNITIES, FI ;4952; 1) ALTAIR FINANCE ASSET MANAGEMENT, SGIIC, S.A.        ;CACEIS BANK SPAIN S.A.;Deloitte, S.L.
V87501474;  RURAL BONOS HIGH YIELD, FI ;4966; 1) GESCOOPERATIVO, S.A., S.G.I.I.C.        ;BANCO COOPERATIVO ESPAÑOL, S.A.;KPMG Auditores, S.L.
V87510830;  MUTUAFONDO BONOS SUBORDINADOS IV, FI ;4974; 1) MUTUACTIVOS, S.A., S.G.I.I.C.        ;BNP PARIBAS S.A., SUCURSAL EN ESPAÑA;PRICE WATERHOUSECOOPERS AUDITORES, S.L
V87545463;  CREAND GESCAPITAL ACTIVA, FI ;4994; 1) GESALCALA, S.A., S.G.I.I.C.        ;BANCO INVERSIS, S.A.        ;PRICEWATERHOUSECOOPERS AUDITORES, S.L
V87556585;  RURAL PERFIL AUDAZ, FI ;5035; 1) GESCOOPERATIVO, S.A., S.G.I.I.C.        ;BANCO COOPERATIVO ESPAÑOL, S.A.;KPMG Auditores, S.L.
V87556635;  RURAL PERFIL MODERADO, FI ;5034; 1) GESCOOPERATIVO, S.A., S.G.I.I.C.        ;BANCO COOPERATIVO ESPAÑOL, S.A.;KPMG Auditores, S.L.
V87560355;  IMANTIA IBEX , FI ;5021; 1) ABANCA GESTION DE ACTIVOS, SGIIC, SA        ;CECABANK, S.A.        ;KPMGAuditores, S.L.
V87562708;  ATTITUDE GLOBAL FIL ;59; 1) ATTITUDE GESTION, SGIIC, S.A.        ;CACEIS BANK SPAIN S.A.        ;KPMGAUDITORES S.L
V87575825;  MURANO PATRIMONIO, FI ;5030; 1) ALANTRA WEALTH MANAGEMENT GESTION, SGIIC, S.A.        ;BANKINTER, S.A.;DELOITTE S.L.
V87582581;  CS HYBRID AND SUBORDINATED DEBT, FI ;5031; 1) CREDIT SUISSE GESTION, S.G.I.I.C., S.A.        ;CREDIT SUISSE AG, SUCURSAL ENESPAÑA        ;PRICEWATERHOUSECOOPERS AUDITORES, S.L.
V87589388;  BBVA ESTRATEGIA -, FI ;5032; 1) BBVA ASSET MANAGEMENT, S.A., SGIIC        ;BANCO BILBAO VIZCAYA ARGENTARIA,S.A.        ;ERNST & YOUNG ESPAÑA S.A.
V87591731;  BBVA MI OBJETIVO , FI ;5052; 1) BBVA ASSET MANAGEMENT, S.A., SGIIC        ;BANCO BILBAO VIZCAYA ARGENTARIA,S.A.        ;ERNST&YOUNG, S.L.
V87591749;  BBVA MI OBJETIVO , FI ;5053; 1) BBVA ASSET MANAGEMENT, S.A., SGIIC        ;BANCO BILBAO VIZCAYA ARGENTARIA,S.A.        ;ERNST&YOUNG, S.L.
V87591756;  BBVA DESTINO AHORRO, FI ;5054; 1) BBVA ASSET MANAGEMENT, S.A., SGIIC        ;BANCO BILBAO VIZCAYA ARGENTARIA,S.A.        ;DELOITTE, S. L.
V87597712;  BANKINTER PREMIUM DEFENSIVO, FI ;5043; 1) BANKINTER GESTION DE ACTIVOS, S.A., S.G.I.I.C.        ;BANKINTER, S.A.        ;PricewaterhouseCoopers Auditores, S.L.
V87597753;  BANKINTER PREMIUM DINAMICO, FI ;5044; 1) BANKINTER GESTION DE ACTIVOS, S.A., S.G.I.I.C.        ;BANKINTER, S.A.        ;PricewaterhouseCoopers Auditores, S.L.
V87597761;  BANKINTER PREMIUM MODERADO, FI ;5045; 1) BANKINTER GESTION DE ACTIVOS, S.A., S.G.I.I.C.        ;BANKINTER, S.A.        ;PRICEWATERHOUSECOOPERS AUDITORES, S.L.
V87597779;  BANKINTER PREMIUM CONSERVADOR, FI ;5046; 1) BANKINTER GESTION DE ACTIVOS, S.A., S.G.I.I.C.        ;BANKINTER, S.A.        ;PricewaterhouseCoopers Auditores, S.L.
V87597795;  BANKINTER PREMIUM AGRESIVO, FI ;5047; 1) BANKINTER GESTION DE ACTIVOS, S.A., S.G.I.I.C.        ;BANKINTER, S.A.        ;PricewaterhouseCoopers Auditores, S.L.
V87617585;  LIBERBANK MULTI-MANAGER, FI ;5065; 1) UNIGEST, S.G.I.I.C., S.A.        ;CECABANK, S.A.        ;PRICEWATERHOUSECOOPERS AUDITORES, S.L.
V87647368;  COBAS SELECCION, FI ;5075; 1) COBAS ASSET MANAGEMENT, SGIIC, S.A.        ;BANCO INVERSIS, S.A.        ;DELOITTE, S.L.
V87651105;  BBVA MI INVERSION RF MIXTA, FI ;5086; 1) BBVA ASSET MANAGEMENT, S.A., SGIIC        ;BANCO BILBAO VIZCAYA ARGENTARIA,S.A.        ;DELOITTE, S.L.
V87672606;  GESTIFONSA RENTA VARIABLE GLOBAL, FI ;5099; 1) GESTIFONSA, S.G.I.I.C., S.A.        ;BANCO INVERSIS, S.A.        ;J.V.R. y AsociadosAuditores, S.L.
V87680849;  CINVEST,FI ;5095; 1) GESALCALA, S.A., S.G.I.I.C.        ;BANCO INVERSIS, S.A.        ;PRICEWATERHOUSECOOPERS AUDITORES, S.L.
V87712899;  META FINANZAS, FI ;5135; 1) METAGESTION, S.A., SGIIC        ;BANCO INVERSIS, S.A.        ;MAZARS Auditores,S.L.P.
V87712923;  META AMERICA USA, FI ;5136; 1) METAGESTION, S.A., SGIIC        ;BANCO INVERSIS, S.A.        ;MAZARSAuditores,S.L.P.
V87727780;  MUTUAFONDO RENTA FIJA FLEXIBLE,FI ;5113; 1) MUTUACTIVOS, S.A., S.G.I.I.C.        ;BNP PARIBAS S.A., SUCURSAL EN ESPAÑA;Ernst & Young SL
V87728887;  GESTION VALUE, FI ;5115; 1) ANDBANK WEALTH MANAGEMENT, SGIIC, S.A.U.        ;BANCO INVERSIS, S.A.;DELOITTE, S.L.
V87749917;  IMDI FUNDS, FI ;5139; 1) INTERMONEY GESTION, S.G.I.I.C., S.A.        ;BANCO INVERSIS, S.A.        ;PriceWaterhouseCoopers Auditores S.L.
V87778734;  ESTRATEGIA ACUMULACIÓN, FI ;5169; 1) BBVA ASSET MANAGEMENT, S.A., SGIIC        ;BANCO BILBAO VIZCAYA ARGENTARIA,S.A.        ;PRICEWATERHOUSECOOPERS AUDITORES, S.L.
V87778742;  ESTRATEGIA CAPITAL FI ;5170; 1) BBVA ASSET MANAGEMENT, S.A., SGIIC        ;BANCO BILBAO VIZCAYA ARGENTARIA,S.A.        ;PRICEWATERHOUSECOOPERS AUDITORES, S.L.
V87778783;  ESTRATEGIA INVERSIÓN, FI ;5171; 1) BBVA ASSET MANAGEMENT, S.A., SGIIC        ;BANCO BILBAO VIZCAYA ARGENTARIA,S.A.        ;PRICEWATERHOUSECOOPERS AUDITORES, S.L.
V87781563;  SANTALUCIA QUALITY ACCIONES, FI ;5148; 1) SANTA LUCIA ASSET MANAGEMENT, SGIIC, S.A.        ;BNP PARIBAS S.A., SUCURSAL ENESPAÑA        ;Ernst &Young, SL
V87811030;  DUX MIXTO MODERADO, FI ;5163; 1) DUX INVERSORES, SGIIC, S.A.        ;BANKINTER, S.A.        ;PRICEWATERHOUSECOOPERS AUDITORES, S.L.
V87831095;  BINDEX USA ESG INDICE (CUBIERTO), FI ;5182; 1) BBVA ASSET MANAGEMENT, S.A., SGIIC        ;BANCO BILBAO VIZCAYA ARGENTARIA,S.A.        ;Ernst & Young, S.L.
V87831103;  BINDEX EURO ESG INDICE, FI ;5183; 1) BBVA ASSET MANAGEMENT, S.A., SGIIC        ;BANCO BILBAO VIZCAYA ARGENTARIA,S.A.        ;ERNST & YOUNG, S.L.
V87831129;  BINDEX EUROPA INDICE, FI ;5184; 1) BBVA ASSET MANAGEMENT, S.A., SGIIC        ;BANCO BILBAO VIZCAYA ARGENTARIA,S.A.        ;Ernst & Young, S.L.
V87831137;  BINDEX ESPAÑA INDICE, FI ;5185; 1) BBVA ASSET MANAGEMENT, S.A., SGIIC        ;BANCO BILBAO VIZCAYA ARGENTARIA,S.A.        ;PRICEWATERHOUSECOOPERS AUDITORES, S.L.
V87858130;  GESTIÓN BOUTIQUE III, FI ;5186; 1) ANDBANK WEALTH MANAGEMENT, SGIIC, S.A.U.        ;BANCO INVERSIS, S.A.;DELOITTE, S.L.
V87884292;  ABANTE INDICE BOLSA FI ;5195; 1) ABANTE ASESORES GESTION, SGIIC, S.A.        ;BANKINTER, S.A.        ;PricewaterhouseCoopers Auditores S.L.
V87884508;  ABANTE INDICE SELECCION, FI ;5196; 1) ABANTE ASESORES GESTION, SGIIC, S.A.        ;BANKINTER, S.A.        ;PricewaterhouseCoopers Auditores S.L.
V87887592;  B&H RENTA FIJA, FI ;5203; 1) BUY & HOLD CAPITAL, SGIIC, S.A.        ;CREDIT SUISSE AG, SUCURSAL EN ESPAÑA;ERNST & YOUNG SL
V87887600;  B&H ACCIONES, FI ;5202; 1) BUY & HOLD CAPITAL, SGIIC, S.A.        ;CREDIT SUISSE AG, SUCURSAL EN ESPAÑA;ERNST & YOUNG SL
V87887642;  B&H FLEXIBLE, FI ;5204; 1) BUY & HOLD CAPITAL, SGIIC, S.A.        ;CREDIT SUISSE AG, SUCURSAL EN ESPAÑA;ERNST & YOUNG SL
V87918322;  MURANO CRECIMIENTO, FI ;5210; 1) ALANTRA WEALTH MANAGEMENT GESTION, SGIIC, S.A.        ;BANKINTER, S.A.;DELOITTE S.L.
V87919460;  ABANTE QUANT VALUE SMALL CAPS, FI ;5211; 1) ABANTE ASESORES GESTION, SGIIC, S.A.        ;BANKINTER, S.A.        ;PricewaterhouseCoopers Auditores S.L.
V87932505;  BINDEX USA INDICE, FI ;5212; 1) BBVA ASSET MANAGEMENT, S.A., SGIIC        ;BANCO BILBAO VIZCAYA ARGENTARIA,S.A.        ;PRICEWATERHOUSECOOPERS AUDITORES, S.L.
V87947693;  CAIXABANK BONOS FLOTANTES , FI ;5217; 1) CAIXABANK ASSET MANAGEMENT SGIIC, S.A.        ;CECABANK, S.A.        ;DELOITTE, SL
V87947917;  RURAL SELECCIÓN DECIDIDA, FI ;5227; 1) ABANTE ASESORES GESTION, SGIIC, S.A.        ;BANCO INVERSIS, S.A.        ;PricewaterhouseCoopers Auditores S.L.
V87950648;  BBVA AHORRO CARTERA, FI ;5220; 1) BBVA ASSET MANAGEMENT, S.A., SGIIC        ;BANCO BILBAO VIZCAYA ARGENTARIA,S.A.        ;KPMG AUDITORES, S.L.
V87961488;  CAIXABANK SMART RENTA VARIABLE EUROPA, FI ;5229; 1) CAIXABANK ASSET MANAGEMENT SGIIC, S.A.        ;CECABANK, S.A.        ;DELOITTE, SL
V87961512;  CAIXABANK SMART RENTA VARIABLE USA, FI ;5228; 1) CAIXABANK ASSET MANAGEMENT SGIIC, S.A.        ;CECABANK, S.A.        ;DELOITTE, SL
V87961538;  CAIXABANK SMART RENTA VARIABLE JAPON, FI ;5234; 1) CAIXABANK ASSET MANAGEMENT SGIIC, S.A.        ;CECABANK, S.A.        ;DELOITTE, SL
V87961553;  CAIXABANK SMART RENTA FIJA INFLACION, FI ;5232; 1) CAIXABANK ASSET MANAGEMENT SGIIC, S.A.        ;CECABANK, S.A.        ;DELOITTE, SL
V87961579;  CAIXABANK SMART RENTA FIJA CORTO PLAZO, FI ;5231; 1) CAIXABANK ASSET MANAGEMENT SGIIC, S.A.        ;CECABANK, S.A.        ;DELOITTE, SL
V87961587;  CAIXABANK SMART RENTA FIJA DEUDA PUBLICA -, FI ;5233; 1) CAIXABANK ASSET MANAGEMENT SGIIC, S.A.        ;CECABANK, S.A.        ;DELOITTE, SL
V87962742;  CAIXABANK SMART RENTA FIJA HIGH YIELD, FI ;5237; 1) CAIXABANK ASSET MANAGEMENT SGIIC, S.A.        ;CECABANK, S.A.        ;DELOITTE, SL
V87962809;  CAIXABANK SMART RENTA FIJA EMERGENTE, FI ;5236; 1) CAIXABANK ASSET MANAGEMENT SGIIC, S.A.        ;CECABANK, S.A.        ;DELOITTE, SL
V87962817;  CAIXABANK SMART RENTA VARIABLE EMERGENTE, FI ;5230; 1) CAIXABANK ASSET MANAGEMENT SGIIC, S.A.        ;CECABANK, S.A.        ;DELOITTE, SL
V87962833;  CAIXABANK SMART RENTA FIJA PRIVADA, FI ;5235; 1) CAIXABANK ASSET MANAGEMENT SGIIC, S.A.        ;CECABANK, S.A.        ;DELOITTE, SL
V87969770;  ATTITUDE SHERPA, FI ;5238; 1) ATTITUDE GESTION, SGIIC, S.A.        ;CACEIS BANK SPAIN S.A.        ;KPMGAUDITORES S.L
V88036975;  ACTIVE VALUE SELECTION, FI ;5253; 1) GESALCALA, S.A., S.G.I.I.C.        ;BANCO INVERSIS, S.A.        ;PRICEWATERHOUSECOOPERS AUDITORES, S.L.
V88046800;  RURAL SOSTENIBLE CONSERVADOR, FI ;5262; 1) GESCOOPERATIVO, S.A., S.G.I.I.C.        ;BANCO COOPERATIVO ESPAÑOL, S.A.;KPMG Auditores, S.L.
V88046826;  RURAL SOSTENIBLE DECIDIDO, FI ;5263; 1) GESCOOPERATIVO, S.A., S.G.I.I.C.        ;BANCO COOPERATIVO ESPAÑOL, S.A.;KPMG Auditores, S.L.
V88056783;  DUX UMBRELLA, FI ;5259; 1) DUX INVERSORES, SGIIC, S.A.        ;BANKINTER, S.A.        ;PRICEWATERHOUSECOOPERS AUDITORES, S.L.
V88057591;  MUTUAFONDO FLEXIBILIDAD, FI ;5265; 1) MUTUACTIVOS, S.A., S.G.I.I.C.        ;BNP PARIBAS S.A., SUCURSAL EN ESPAÑA;Ernst & Young SL
V88057633;  MUTUAFONDO EQUILIBRIO, FI ;5264; 1) MUTUACTIVOS, S.A., S.G.I.I.C.        ;BNP PARIBAS S.A., SUCURSAL EN ESPAÑA;Ernst & Young SL
V88057666;  MUTUAFONDO EVOLUCIÓN, FI ;5266; 1) MUTUACTIVOS, S.A., S.G.I.I.C.        ;BNP PARIBAS S.A., SUCURSAL EN ESPAÑA;Ernst & Young SL
V88077722;  SABADELL BONOS FLOTANTES EURO, F.I. ;5268; 1) SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.        ;BNP PARIBAS S.A., SUCURSAL ENESPAÑA        ;Deloitte, S.L.
V88080726;  HOROS VALUE IBERIA, FI ;5267; 1) HOROS ASSET MANAGEMENT, SGIIC, S.A.        ;CACEIS BANK SPAIN S.A.        ;ERNST & YOUNG,SL
V88109681;  ALTERALIA DEBT FUND II, FIL ;66; 1) ALANTRA WEALTH MANAGEMENT GESTION, SGIIC, S.A.        ;BNP PARIBAS S.A.,SUCURSAL EN ESPAÑA        ;PWC SL
V88137955;  LORETO PREMIUM RENTA VARIABLE MIXTA, FI ;5289; 1) LORETO INVERSIONES, SGIIC, SA        ;BNP PARIBAS S.A., SUCURSAL EN ESPAÑA; 
V88138409;  LORETO PREMIUM GLOBAL, FI ;5290; 1) LORETO INVERSIONES, SGIIC, SA        ;BNP PARIBAS S.A., SUCURSAL EN ESPAÑA; 
V88139241;  LORETO PREMIUM RENTA FIJA MIXTA, FI ;5291; 1) LORETO INVERSIONES, SGIIC, SA        ;BNP PARIBAS S.A., SUCURSAL EN ESPAÑA; 
V88146790;  CARTERA NARANJA , FI ;5281; 1) AMUNDI IBERIA, SGIIC, S.A.        ;CACEIS BANK SPAIN S.A.        ;MAZARSAUDITORES S.L.P.
V88146816;  CARTERA NARANJA /, FI ;5286; 1) AMUNDI IBERIA, SGIIC, S.A.        ;CACEIS BANK SPAIN S.A.        ;MAZARSAUDITORES S.L.P.
V88146824;  CARTERA NARANJA /, FI ;5285; 1) AMUNDI IBERIA, SGIIC, S.A.        ;CACEIS BANK SPAIN S.A.        ;MAZARSAUDITORES S.L.P.
V88146840;  CARTERA NARANJA /, FI ;5287; 1) AMUNDI IBERIA, SGIIC, S.A.        ;CACEIS BANK SPAIN S.A.        ;MAZARSAUDITORES S.L.P.
V88146857;  CARTERA NARANJA /, FI ;5284; 1) AMUNDI IBERIA, SGIIC, S.A.        ;CACEIS BANK SPAIN S.A.        ;MAZARSAUDITORES S.L.P.
V88146865;  CARTERA NARANJA /, FI ;5282; 1) AMUNDI IBERIA, SGIIC, S.A.        ;CACEIS BANK SPAIN S.A.        ;MAZARSAUDITORES S.L.P.
V88146873;  CARTERA NARANJA /, FI ;5283; 1) AMUNDI IBERIA, SGIIC, S.A.        ;CACEIS BANK SPAIN S.A.        ;MAZARSAUDITORES S.L.P.
V88202825;  SABADELL PLANIFICACION, FI ;5317; 1) SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.        ;BNP PARIBAS S.A., SUCURSAL ENESPAÑA        ;Deloitte, S.L.
V88203104;  AZVALOR MANAGERS, FI ;5315; 1) AZVALOR ASSET MANAGEMENT, SGIIC, S.A.        ;BNP PARIBAS S.A., SUCURSAL ENESPAÑA        ;PricewaterhouseCoopers Auditores, S.L.
V88254040;  RURAL PLAN INVERSION, FI ;5337; 1) GESCOOPERATIVO, S.A., S.G.I.I.C.        ;BANCO COOPERATIVO ESPAÑOL, S.A.;KPMG Auditores, S.L.
V88259650;  AGAVE, FI ;5329; 1) DUX INVERSORES, SGIIC, S.A.        ;BANKINTER, S.A.        ;PricewaterhouseCoopers Auditores, S.L.
V88306766;  AVANCE MULTIACTIVOS, FI ;5351; 1) INTERMONEY GESTION, S.G.I.I.C., S.A.        ;BANCO INVERSIS, S.A.        ;PriceWaterhouse & Coopers
V88314000;  SABADELL ECONOMÍA DIGITAL, FI ;5345; 1) SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.        ;BNP PARIBAS S.A., SUCURSAL ENESPAÑA        ;Deloitte, S.L.
V88316393;  LIBERBANK GLOBAL MACRO FI ;5366; 1) UNIGEST, S.G.I.I.C., S.A.        ;CECABANK, S.A.        ;PRICEWATERHOUSECOOPERS AUDITORES, S.L.
